1.2106,2.1635,1.9682,1.9902,1.08,1.4829,1.5524,1.827,1.4024,1.4539,1.4893,1.1957,1.0053,1.1074,1.015,0.86352,0.81501,0.44462,1.0389,0.95974,0.24622,-0.094721,0.11091,0.14012,-0.099477,-0.38206,-0.6978,-0.38553,-0.27683,-1.0899,-0.87352,-0.61431,-0.25333,-0.85932,-0.79923,-0.5932,0.25666,0.11517,-0.76297,-0.18134,-0.36025,-1.0321,-0.53766,-0.53601,-0.75622,-0.29422,-0.094233,-0.42488,-0.23893,-0.49298,-0.57327,-0.76631,-0.22991,-0.45221,-1.0354,-0.88801,-0.87937,-0.84522,-1.0437,-0.42136,-0.91207,-0.53068,-0.71622,-0.65075,-0.53719,-0.64669,-1.1484,-0.83228,-0.75461,-0.63917,-0.86616,-0.90633,-0.83835,-1.1042,-0.42566
3.2506,3.3597,1.3244,1.3465,3.4327,3.793,3.8383,3.9884,3.1355,2.8935,2.6066,2.2068,2.5406,2.1166,1.7401,1.5083,1.5283,1.1344,1.2893,1.2639,1.3527,1.3215,0.97648,0.67718,1.3022,1.3263,0.24935,0.61614,0.74215,0.94923,0.55552,0.61048,0.62839,0.13228,0.067162,0.38623,0.73418,0.6686,0.91075,0.42741,0.17418,0.19905,0.38784,0.35177,0.70704,0.21609,0.22732,0.3342,-0.06339,-0.14151,-0.28107,-0.48452,-0.75912,-0.40736,-0.33826,-0.88547,-0.622,-0.18503,-0.48764,-0.73659,-0.78132,-0.6487,-0.69671,-0.80807,-0.26717,-0.4175,-0.22592,-0.11738,-0.061564,-0.4773,-0.91466,-0.46655,-0.68298,-0.46897,-0.6249
4.8844,5.6888,5.6341,5.6562,6.0431,5.9239,6.0312,6.48,6.2403,5.9654,5.5908,5.0337,5.7985,5.9309,5.9392,5.858,5.7031,5.5526,5.3573,4.8998,5.0457,5.7253,6.1158,6.3273,6.4061,6.3243,6.1617,5.9202,5.5685,4.9579,4.7223,5.3062,5.4495,5.411,5.1861,4.3586,4.4808,5.2145,5.3905,5.4621,5.1926,4.8171,3.8924,4.4724,4.9576,4.9029,4.6282,4.4528,4.5542,4.6126,4.4969,4.4016,4.4273,4.4584,4.3861,4.3166,4.3276,4.3022,4.2284,4.2522,4.2709,4.1654,4.0846,4.2751,4.2438,3.9692,3.9481,4.1849,4.146,4.0557,4.157,4.0825,4.0703,4.1658,4.0172
4.4185,5.237,5.5612,5.5832,6.8215,6.6463,6.6151,5.405,5.8192,5.537,5.1391,4.526,5.8678,5.9907,6.1774,6.1605,5.685,5.4731,5.741,4.7497,4.6547,6.4871,6.9397,7.166,6.7396,7.0438,6.7119,6.9558,7.3748,7.6925,7.4834,6.5053,6.3497,6.349,6.9651,6.7633,6.3895,6.6901,6.7926,7.2158,7.1222,6.5182,6.405,6.4452,6.5813,6.0121,5.2766,5.3489,5.0544,4.7035,4.5438,4.9057,5.1153,4.5149,4.3147,4.3152,3.9563,4.0727,4.5122,4.2091,3.5647,4.3308,4.6839,4.4695,5.2172,5.0174,4.8915,5.3847,4.5251,4.5863,4.6261,4.2784,4.299,4.0783,4.7231
4.7158,5.2722,5.5925,5.6146,7.0133,6.2669,6.1724,4.9702,4.5161,4.2002,3.6976,3.4801,4.967,6.1731,6.2809,6.1217,4.7116,4.6986,3.795,3.0396,5.0645,6.4032,7.0297,5.9517,5.3792,5.767,5.9372,6.6097,7.6328,7.7448,7.0857,6.5313,6.2416,6.7687,7.4657,6.8713,5.9244,5.535,6.6984,7.7141,7.5144,6.3594,6.1824,6.8017,7.0935,5.7786,4.636,5.1821,5.7901,4.8765,4.2582,4.9392,5.2042,4.4007,4.0627,4.7673,4.316,3.6649,4.111,4.0295,3.7628,4.6308,4.5852,4.4044,5.2497,5.0886,5.5348,5.9214,4.856,5.0822,4.7515,4.571,4.5798,4.4353,4.8418
5.0352,5.6429,5.8422,5.8642,7.1151,6.1423,5.9774,4.4412,4.0337,3.7144,3.673,4.4867,5.1163,6.2621,6.2927,6.0828,5.4236,5.3702,5.4037,5.4209,5.6803,6.8301,6.606,5.7363,5.4682,5.5751,6.1083,7.1026,7.5822,7.2568,5.5138,5.7938,6.3017,7.3352,7.8935,6.6712,6.0232,6.1076,7.1949,7.8869,6.1246,5.6672,5.8749,7.1898,7.1054,5.737,5.4379,5.9729,5.7851,4.9924,5.0115,5.4172,4.7197,4.1506,4.6078,4.906,3.9421,3.9611,4.6154,4.1888,4.4275,4.8588,4.0916,4.9171,5.0467,4.4635,5.8876,5.6558,5.0419,5.3876,4.3297,5.1104,4.4217,4.9332,4.571
4.2774,5.0666,5.8008,5.8229,7.1447,6.2577,6.1309,5.3775,4.998,4.9024,4.8771,5.0211,5.611,6.4071,6.299,5.8286,4.944,4.8149,4.8603,5.014,5.68,6.7414,6.3371,5.4633,4.917,5.388,5.7981,7.1554,7.4375,6.8591,5.9897,6.1417,6.6155,7.7843,7.944,6.644,6.2448,6.4904,7.4924,7.5892,5.2893,5.3003,6.4768,7.1989,6.6965,5.2807,5.3357,5.7658,5.1756,3.9223,4.6897,5.4261,4.6202,4.3088,4.8563,4.52,3.7305,4.2638,4.3274,3.6049,4.2564,4.5156,4.1172,5.0169,4.6242,4.6553,5.6677,4.7951,5.5851,5.4446,4.8991,5.0487,3.9618,4.9767,4.5394
4.727,5.4257,5.9881,6.0102,7.1858,6.1713,5.9921,5.1351,4.4876,4.2362,4.0074,4.2892,5.4521,6.4268,6.2795,5.6554,4.8918,4.5834,4.3878,4.5065,5.6109,6.7075,6.1675,5.5569,5.4025,5.3682,6.0878,7.0869,7.2433,6.426,6.0112,6.2085,6.8961,7.9667,7.7884,6.3974,5.9949,6.4825,7.4461,7.1887,5.6671,5.7354,6.7654,7.214,6.0975,4.8182,5.0431,5.7146,4.9411,4.3618,4.8437,4.9879,4.1479,4.2256,4.8182,3.9989,3.5336,4.1588,3.6088,3.3815,4.3795,3.9044,3.6352,4.8834,4.0337,4.8513,5.2759,4.6806,5.8087,5.1724,4.9177,4.8063,4.424,4.7342,4.3106
4.5671,5.2416,6.0453,6.0673,7.2604,6.1295,5.888,5.4022,5.0715,5.0174,5.0286,5.1736,5.8967,6.5196,6.2858,4.8508,4.8973,4.9736,5.1474,5.4472,6.2372,6.6209,5.5742,4.5039,5.0838,5.5504,6.3776,7.1096,7.0994,5.6611,5.329,6.0486,7.2252,8.0064,7.5776,6.1789,5.8887,6.6945,7.3964,6.9571,5.8635,5.8857,6.9223,7.1036,5.6302,5.2852,5.2299,5.8213,5.1487,4.897,5.1049,5.3098,4.8416,4.6891,5.2411,4.8826,4.7382,4.964,4.8144,4.8182,4.8923,4.6418,4.9247,4.9187,4.6161,5.203,4.789,5.3209,5.8628,4.5649,5.1893,4.8298,4.8622,4.8922,4.8058
4.1103,5.0147,6.0516,6.0737,7.2444,6.1721,5.973,5.574,5.2691,5.2077,5.2204,5.4059,6.0714,6.3582,6.0985,4.3839,3.3025,3.8841,3.3284,3.6299,5.8992,6.6596,5.8767,5.5398,5.4828,5.6339,6.4172,7.1594,7.1198,5.8573,6.0427,6.3138,7.4722,7.9812,7.4321,5.8048,5.65,6.9488,7.4676,6.9048,5.5206,5.6055,7.1465,7.1129,5.8561,5.4058,5.8082,5.5385,4.5168,4.5889,5.0648,4.6907,4.1224,4.5527,4.9125,4.2903,4.3557,4.4684,3.479,3.7544,4.2733,3.8099,4.4944,4.6997,4.0714,5.0186,4.4642,5.3372,5.6165,4.2588,5.3168,4.3512,4.9219,4.3926,4.8403
4.3088,5.1684,6.0861,6.1082,7.2347,6.155,5.9471,5.4245,5.0544,4.9518,4.9272,5.1122,5.8766,6.2881,6.0923,5.3537,4.8905,4.8751,4.8659,5.1658,6.1454,6.5631,5.6414,4.6096,4.4534,4.8848,6.2175,7.0728,7.0959,6.0137,6.004,6.2871,7.4466,7.9788,7.4943,6.2367,6.1003,6.9754,7.5037,6.9566,5.7447,5.904,7.1497,7.127,5.5848,5.0006,5.5362,5.4836,3.4524,3.179,5.1207,4.8076,3.8568,4.5747,4.7837,3.3251,3.7572,4.3504,3.2721,3.5438,4.1979,3.5793,4.4416,4.6033,3.259,4.9315,4.5898,5.2701,5.595,4.3774,5.4353,4.509,4.9512,4.4716,4.7736
4.7347,5.4484,6.1784,6.2005,7.2235,6.0894,5.8403,5.1536,4.5366,4.3855,4.2789,4.2809,5.6757,6.3212,6.1276,5.3032,4.8533,4.6815,4.5857,4.6264,5.8991,6.5458,5.7908,5.3672,5.3185,5.4472,6.2518,6.9463,6.8998,5.9178,5.9361,6.3101,7.4427,7.9788,7.4797,6.2139,6.1591,6.9886,7.4423,6.8499,5.6005,6.009,7.1449,7.0658,5.3733,5.0192,5.4068,5.5052,4.5761,4.5531,5.1326,4.5164,3.7968,4.6702,4.7879,3.0305,3.8893,4.4325,3.3092,3.6918,4.2616,3.4217,4.306,4.4558,3.7992,4.7817,4.2812,5.1563,5.4218,4.6264,5.5372,4.5196,4.9754,4.4324,4.8044
4.7141,5.3427,6.0636,6.0857,7.2881,6.1271,5.8628,5.4112,5.1763,5.129,5.1499,5.3182,5.9226,6.4377,6.1986,4.8641,5.0334,5.1222,5.2529,5.5415,6.2717,6.4819,5.4302,4.8456,5.2304,5.5553,6.3431,6.9318,6.8142,5.5022,5.5425,6.1459,7.3895,7.9594,7.4885,6.1186,6.0402,6.8307,7.403,6.9365,5.8664,6.0074,7.0628,7.0726,5.7769,5.3443,5.2817,5.6488,5.0796,4.881,4.9196,5.0771,4.7043,4.5397,5.0265,4.6996,4.4577,4.7486,4.6108,4.4933,4.7389,4.4045,4.5654,4.8087,4.2245,4.9131,4.5845,5.0072,5.4498,4.6794,5.5143,4.874,4.9475,4.7954,4.8819
4.1643,5.0425,5.9787,6.0008,7.2364,6.2066,6.0271,5.5154,5.2172,5.139,5.1384,5.3295,5.8628,6.3061,6.0674,4.6725,3.4492,3.7501,3.7198,3.7099,5.5988,6.6174,5.9893,5.4384,5.4152,5.4676,6.0848,6.9519,7.0153,5.795,5.863,6.2114,7.2424,7.9753,7.5511,5.7199,5.4499,6.6344,7.4698,7.0749,5.4846,5.5092,6.9679,7.2473,5.8979,5.4234,5.7255,5.7512,4.5948,4.63,5.0296,4.7534,4.1307,4.1628,4.9798,4.4246,4.3807,4.6163,3.9738,3.9227,4.2328,3.9513,4.0307,4.6585,4.1441,4.8362,4.5289,4.8929,5.3559,4.1597,5.4666,4.7875,4.8317,4.6878,4.7956
4.2993,5.1446,5.9835,6.0056,7.2203,6.1876,6.0046,5.4225,5.0255,4.8958,4.8386,5.003,5.6575,6.1587,5.9837,5.3257,4.7943,4.7556,4.7387,5.0255,5.9117,6.5645,5.7083,4.6109,4.3896,4.4835,5.7702,6.8221,6.9325,5.9667,5.7671,5.9395,7.0625,7.9202,7.5307,6.1232,5.8693,6.6128,7.4505,7.059,5.67,5.6254,6.9346,7.192,5.6739,4.9236,5.4464,5.6984,4.0708,3.4936,4.9503,4.9279,3.6077,4.0336,4.6539,3.5064,3.3199,4.3321,3.7983,3.5207,4.3774,3.7716,3.9435,4.5206,3.1034,4.4575,4.4722,4.6816,5.3971,4.2987,5.3841,4.8995,4.7865,4.6568,4.7261
4.8549,5.4935,6.1253,6.1474,7.2016,6.1103,5.8887,5.0756,4.3738,4.2016,4.1066,4.348,5.4896,6.1697,5.9889,5.2311,4.5757,4.2865,4.2294,4.547,5.7497,6.4884,5.7775,5.1945,5.013,5.0863,5.9048,6.755,6.8156,5.9185,5.617,5.8506,6.989,7.8372,7.4491,6.2024,5.8971,6.6262,7.3882,7.0022,5.75,5.6686,6.9198,7.1636,5.6336,4.5557,5.2248,5.6648,4.5824,4.1199,4.9002,4.8694,4.0535,4.1219,4.5044,3.8961,3.8695,4.3338,3.7895,3.8843,4.4153,3.7569,4.115,4.4828,2.9196,4.4518,4.2818,4.5729,5.3652,4.5288,5.3859,4.7739,4.6932,4.5213,4.7804
4.2306,5.0305,5.9949,6.017,7.2104,6.1468,5.9495,5.4601,5.0802,4.9661,4.9013,4.8983,5.4939,6.3412,6.1372,5.208,5.1414,5.1488,5.2336,5.3881,6.1302,6.5224,5.3699,4.8128,5.1948,5.4667,6.1768,6.7887,6.6792,4.7399,5.2892,5.9352,7.1213,7.7582,7.2666,5.7625,5.4206,6.7153,7.3864,6.9117,5.7173,5.618,6.9362,7.0981,5.7849,5.3296,5.3068,5.8249,5.2182,5.0044,5.2908,5.3377,4.9591,4.9966,5.14,4.8581,4.9004,4.9897,4.6429,4.8029,4.7676,4.5159,4.7493,4.5921,4.4352,4.585,4.5086,4.8436,5.1927,4.934,5.4436,4.6064,4.8334,4.4483,4.8493
4.6324,5.3258,6.0843,6.1064,7.1907,6.1208,5.9148,5.2307,4.8325,4.7336,4.7125,4.8973,5.6248,6.181,5.9554,4.7409,4.1273,4.2213,4.2719,4.617,5.7853,6.4261,5.6602,4.9352,4.8191,4.8924,5.8832,6.7443,6.7742,5.5982,5.6857,5.9993,7.1027,7.7148,7.2332,5.5514,5.4979,6.7446,7.4006,6.9155,5.5287,5.6052,6.9613,7.057,5.5718,5.2761,5.6495,5.4948,4.2813,4.3135,4.8218,4.8704,4.39,4.6349,4.8552,4.26,4.2846,4.3825,4.0462,4.1512,4.7124,4.2676,4.571,4.6166,3.7344,4.369,4.2245,4.7591,5.2226,4.1212,5.5454,4.8089,4.9411,4.5563,4.7013
4.3267,5.1539,6.0092,6.0313,7.1903,6.1185,5.9144,5.3545,4.9374,4.8275,4.7858,4.9174,5.5986,5.9947,5.8002,5.0743,4.5796,4.5657,4.6016,4.8979,5.8705,6.3859,5.4496,4.3979,4.2312,4.4589,5.7377,6.6118,6.6456,5.5769,5.5076,5.8127,6.9952,7.6383,7.171,5.7928,5.7897,6.7522,7.3729,6.8756,5.5174,5.7007,6.8953,6.9144,5.081,4.5631,5.3351,5.4481,3.7764,3.727,4.8843,4.5963,3.4376,4.3129,4.6058,3.131,3.5136,4.3137,3.6859,3.891,4.4098,3.5232,4.2688,4.5528,3.3335,4.3677,4.1539,4.7457,5.0996,4.1295,5.4412,4.5006,4.7105,4.3215,4.7547
4.7793,5.4424,6.1313,6.1534,7.1441,5.9945,5.7326,5.0179,4.3888,4.18,4.0401,4.3332,5.4643,5.9975,5.7937,4.9193,4.3976,4.1961,4.048,4.5393,5.7616,6.3,5.4644,4.9758,4.8687,4.8934,5.8287,6.4985,6.4278,5.365,5.3181,5.6393,6.9738,7.5236,7.0175,6.0176,5.8155,6.8523,7.3015,6.7113,5.5987,5.5892,6.8498,6.7478,5.1389,4.6093,5.2956,5.3172,4.1821,4.0652,4.8561,4.3676,3.5501,4.3218,4.4807,3.3613,3.8058,4.2032,3.1565,3.854,4.2741,3.204,4.2751,4.3454,3.0237,4.3484,3.832,4.6754,4.9453,4.5534,5.3333,4.1391,4.6219,4.094,4.7478
4.3975,5.146,6.0491,6.0711,7.1645,5.9867,5.7071,5.2387,4.8687,4.7615,4.7153,4.7992,5.6066,6.1278,5.8959,4.7232,4.7537,4.8464,4.9822,5.1838,6.0778,6.1981,5.0404,4.2973,4.8393,5.1647,6.0015,6.5006,6.1986,4.4423,5.0503,5.6426,7.0239,7.411,6.8213,5.6635,5.5166,6.8685,7.2563,6.5777,5.4706,5.4879,6.7673,6.594,5.3761,4.995,5.1718,5.3512,4.8348,4.6027,4.9707,4.8916,4.6143,4.7343,4.9025,4.5535,4.6057,4.8284,4.4586,4.6128,4.6515,4.4062,4.7368,4.6162,4.4381,4.6431,4.3132,4.9559,4.743,4.7442,5.2678,4.3169,4.8501,4.2258,4.9299
4.2887,5.0638,6.0772,6.0993,7.1183,5.9503,5.6814,5.2702,4.926,4.8483,4.8457,5.0239,5.7878,5.9581,5.6794,3.6034,3.5672,3.7749,3.9379,4.2711,5.7908,6.1939,5.3404,4.8808,4.886,4.9102,5.965,6.5307,6.2822,5.3633,5.537,5.9523,7.1087,7.3056,6.501,4.3121,5.3602,6.96,7.2347,6.3015,4.8217,5.4147,6.8395,6.3864,5.1842,4.907,5.4923,5.1302,4.5472,4.7292,4.9458,4.1563,3.6903,4.1855,4.3541,3.9279,4.3273,4.2442,3.6875,4.0245,3.9427,3.228,4.2647,4.2322,3.9349,4.4014,3.8618,4.7511,4.4648,4.7828,5.0735,3.4546,4.3707,3.2538,4.5896
4.2845,5.1267,6.0884,6.1105,7.087,5.9083,5.6305,5.2355,4.8645,4.8088,4.8192,4.9667,5.7257,5.7883,5.5201,4.5408,4.2664,4.2963,4.4127,4.7077,6.007,5.9829,4.9287,4.1022,4.3278,4.665,5.8772,6.39,6.0441,5.1065,5.224,5.7423,7.0413,7.147,6.1761,5.0727,5.616,6.9934,7.1472,5.8333,5.3531,5.969,6.7942,6.1347,4.6601,4.8073,5.2986,4.6999,3.1285,4.3538,4.9642,3.9469,3.461,4.185,3.7508,2.9794,4.0067,3.7861,2.624,3.9005,3.762,3.3571,4.3354,3.6726,3.5552,3.9648,3.1538,4.6308,4.162,4.963,4.991,3.839,4.063,3.7446,4.3223
4.6042,5.2952,6.1484,6.1704,7.073,5.8727,5.5668,4.938,4.4638,4.3109,4.2054,4.2351,5.4786,5.8276,5.6094,4.7541,4.4224,4.2935,4.2971,4.4797,5.7804,5.8923,5.0852,4.6058,4.7214,4.8794,5.8303,6.3013,5.8637,4.8512,4.7977,5.44,6.8874,7.014,6.1275,5.1506,5.4925,6.8753,7.022,5.7348,5.029,5.7551,6.6724,6.1021,4.3995,4.6489,5.329,4.8534,3.3641,4.1902,4.7046,3.6735,2.8701,4.1568,3.8275,2.7507,3.769,3.6531,2.6051,3.8068,3.6455,2.9588,4.1886,3.6507,3.4232,3.8733,2.8698,4.3987,3.9468,4.7693,4.8315,3.6178,3.9368,3.5236,4.1371
4.6358,5.3504,6.1347,6.1567,7.0688,5.9072,5.6372,5.006,4.4692,4.2317,3.9633,3.727,5.3544,5.7946,5.5748,4.6073,4.1873,3.8681,3.5545,3.7647,5.6258,5.8264,4.9771,4.4296,4.2549,4.4304,5.5983,6.1122,5.7766,4.788,4.7832,5.3232,6.6623,6.8014,6.0033,5.2136,5.5242,6.7386,6.9095,5.7164,4.6206,5.3803,6.3684,5.7442,4.1939,4.2175,5.2268,4.919,3.9981,3.9677,4.5291,3.992,3.7709,3.9327,3.9736,3.7262,3.7857,3.861,3.7055,3.8021,3.6369,3.7612,4.08,3.6081,3.7595,3.8977,3.2679,4.2921,3.7666,4.3544,4.5315,3.733,3.9161,3.8107,3.9658
4.3238,5.113,6.0775,6.0996,7.1192,5.9828,5.7347,5.1712,4.7797,4.6425,4.5518,4.5455,5.34,5.8602,5.6343,4.5951,4.5846,4.5534,4.6468,4.7951,5.7545,5.7626,4.6045,4.1887,4.3299,4.5326,5.5239,5.9782,5.4583,3.623,4.4269,4.9801,6.4706,6.6493,5.8149,4.4522,4.8471,6.4067,6.6921,5.7328,4.4732,5.0099,6.137,5.6867,4.3609,4.0853,5.0077,4.8414,3.7822,3.3366,4.4124,3.8948,3.5161,3.8888,3.8413,3.3338,3.7663,3.6948,3.0265,3.6705,3.4852,2.8449,3.802,3.3092,2.9955,3.5482,2.6937,3.8404,3.63,3.9444,4.2312,2.8909,3.4849,2.7527,3.6184
4.5388,5.2539,6.0768,6.0989,7.0973,5.9686,5.7256,5.1342,4.6772,4.5703,4.5258,4.62,5.3438,5.6488,5.3913,3.7853,3.583,3.7131,3.7761,3.9799,5.3663,5.6747,4.8294,4.2873,4.0331,4.1396,5.1372,5.7681,5.5961,4.6294,4.7229,4.9448,6.307,6.5495,5.8011,4.3612,4.1619,6.0593,6.3829,5.4959,4.0768,4.2291,6.0674,5.7187,4.3316,4.0827,4.7445,4.4244,3.0999,3.4741,4.114,3.4051,2.7846,3.311,3.4274,2.6714,3.1841,3.232,2.0489,3.0147,3.3651,2.5675,3.548,3.3037,2.379,3.1356,2.2181,3.5026,3.4725,3.1756,3.6341,2.5694,3.2785,2.3603,3.3283
