2.2739,2.4333,1.9588,1.9809,1.766,1.474,1.4553,1.159,1.2673,1.2124,1.1615,0.38466,0.74544,1.3472,1.3252,1.0571,0.25843,-0.14151,-1.224,0.35455,1.1662,0.81782,-0.12426,-0.61229,0.93687,1.274,0.71965,0.71765,0.49457,0.25203,0.14598,-0.27902,-0.21945,0.25665,0.093594,-0.26587,-0.44756,-0.20042,-0.3601,-0.21796,-0.15748,0.31401,-0.10069,-0.67781,-0.44119,-0.10749,0.011211,-0.13481,-0.27249,0.0066492,0.43687,0.73668,0.7993,0.13586,-0.079375,-0.056392,0.09958,-0.35039,-0.46936,-0.51878,0.056529,0.067795,-0.13086,0.48735,0.84683,0.37609,-0.43484,-0.21584,0.42377,0.27158,0.046321,-0.42742,-0.10562,0.15454,-0.36987,1.4641,1.1462,1.1313,1.1423,1.1279,0.99706,0.98983,0.86281,1.1975,1.2936,1.3436,1.2326,1.0837,1.1932,1.1464,0.9903,0.75646,0.74149,-0.079699,0.87913,0.87884,0.6693,0.86039,0.81311,0.5827,0.67371,0.42234,0.7001,0.7944,0.71243,0.68244,0.38551,0.46325,0.48445,0.14316,0.19471,0.46657,0.52223,0.63311,0.5086,0.56212,0.73677,0.426,0.43673,0.49056,0.2887,0.1986,0.20599,0.322,0.37568,0.45038,0.79018,0.64007,0.36215,0.18115,0.16191,0.41659,0.53584,0.25704,0.25975,0.2033,0.53598,0.65915,0.47756,0.45244,0.37288,0.61939,0.77157,0.66751,0.42132,0.35131,0.48316,0.35342,0.56938,0.72434,-1.6196,-2.5742,-1.655,-1.6771,-1.2762,-0.95381,-0.93089,-0.59248,-0.13956,0.16246,0.3642,1.6958,0.67653,-0.30794,-0.35773,-0.13355,0.99607,1.766,2.2887,1.0492,-0.57476,-0.29704,1.9693,2.8508,-0.70834,-1.2007,-0.59462,-0.035085,0.59967,0.9208,1.0729,1.3291,1.3654,0.4556,0.099141,0.92117,1.8282,1.4453,1.9864,1.4531,1.4392,0.8455,1.0534,2.2291,1.8635,0.79238,0.37478,0.68161,1.189,0.73806,0.027036,0.10699,-0.31846,0.45258,0.52105,0.43661,0.63402,1.7725,1.4528,1.5571,0.29355,0.93637,1.58,-0.019583,-0.78878,-0.0064173,2.1085,1.9748,0.48748,0.29949,0.60999,1.8212,0.91808,0.82967,2.1884
2.9283,2.2924,2.2626,2.2847,2.2559,1.9941,1.9797,1.7256,2.3951,2.5872,2.6871,2.4652,2.1674,2.3864,2.2927,1.9806,1.5129,1.483,-0.1594,1.7583,1.7577,1.3386,1.7208,1.6262,1.1654,1.3474,0.84469,1.4002,1.5888,1.4249,1.3649,0.77103,0.92649,0.9689,0.28633,0.38943,0.93313,1.0445,1.2662,1.0172,1.1242,1.4735,0.85201,0.87345,0.98112,0.57741,0.39721,0.41198,0.64399,0.75136,0.90077,1.5804,1.2801,0.72431,0.3623,0.32383,0.83318,1.0717,0.51409,0.51951,0.40661,1.072,1.3183,0.95512,0.90488,0.74577,1.2388,1.5431,1.335,0.84265,0.70263,0.96632,0.70684,1.1388,1.4487,0.015955,0.33168,0.11829,0.11829,0.14155,0.36589,0.41993,0.7523,0.61938,0.63239,0.66031,1.0273,-0.08516,0.08617,0.32182,0.53464,0.87124,0.21393,1.2116,0.20618,-0.19701,0.36806,0.80726,0.95148,-0.2241,-0.38967,0.23169,0.25791,0.3519,0.64328,0.49342,0.59613,0.71059,0.47428,0.18829,0.36309,0.74108,0.67184,0.38743,0.47718,0.46953,0.43889,0.099482,0.63818,0.4759,0.65925,0.62598,0.56811,0.40105,0.34794,0.29458,0.51896,0.39947,0.70566,0.80061,0.7271,0.52597,0.43121,0.67699,0.92181,0.60103,0.74125,0.88329,0.62573,0.14944,0.33984,0.67696,0.93474,0.74545,0.52397,0.77716,1.0112,0.93018,0.63572,0.80767,-1.2767,0.94518,-0.37102,-0.37102,-0.69661,-0.30854,-0.20891,0.37146,-1.0167,-1.4849,-1.7307,-2.1063,-3.0143,-1.9061,-1.2914,-0.77776,-0.7665,-2.8211,0.29396,-2.395,-1.5769,-0.30544,-2.0756,-2.5741,-0.90526,-0.92607,0.21332,-0.84929,-1.4847,-1.0591,-1.451,-0.90784,-0.8707,-0.47594,-0.0089007,-0.58443,-1.2792,-1.1461,-2.4778,-1.516,-1.6244,-1.4413,-1.7064,-1.8261,-1.8928,-0.051285,0.47998,0.042642,-1.0309,-0.79353,-0.33863,-0.64943,-0.16275,0.23443,0.71789,0.69377,-0.41525,-1.9817,-0.61292,-0.23296,0.50191,-0.52581,-1.1317,0.31593,0.18279,-0.05967,-1.9933,-1.6485,-0.3316,-0.094199,0.2417,-0.76516,0.23544,-0.69701,-2.0217
2.3059,3.0967,2.1954,2.2175,2.0491,2.2057,2.2951,2.6636,2.5061,2.4772,2.4821,2.4393,0.57513,1.5195,1.9689,2.1264,2.0009,0.28636,1.1992,0.76692,0.77221,1.5539,1.4903,1.2907,0.48868,0.49471,1.183,1.2335,1.1984,1.5386,1.1328,0.91323,1.2017,1.2052,0.47016,0.4603,1.0346,1.1433,0.41476,0.73639,0.78157,1.1918,0.098278,0.59856,0.51061,1.211,1.2632,1.0014,0.52961,0.70254,1.026,1.7746,1.5982,1.5472,1.5219,1.3978,1.1515,0.51202,0.88462,1.3248,1.2586,1.5503,1.6357,1.7388,1.1457,1.0558,0.91908,1.6536,1.9147,1.3195,1.6006,1.5949,1.7547,1.426,1.2455,-0.48918,-0.11353,0.19291,0.19291,-0.17272,0.2503,0.253,-0.0035648,0.019174,-0.22438,-0.46067,-0.25448,-0.38427,-0.22437,-0.2154,-0.040824,0.30873,0.15826,0.26112,-0.14568,-0.40022,0.38463,-0.16639,-0.14394,0.31359,-0.354,0.059298,-0.20384,-0.10312,-0.1495,0.10681,0.41139,0.10458,0.088857,0.53798,0.47288,0.077128,0.14674,-0.19033,0.18218,0.15332,-0.068914,0.37763,0.19361,0.39804,0.5671,0.69413,0.61734,-0.17208,0.28586,0.28286,-0.0053981,0.21232,0.59586,0.73345,0.8078,0.19198,-0.022949,0.49662,0.70812,0.54192,0.40242,0.14085,0.45842,0.255,0.70793,0.35665,0.31608,0.33934,0.60872,0.72221,0.51906,0.75974,0.56001,0.16422,0.26644,-1.8356,0.52026,0.52026,0.068081,0.077362,-0.12495,-1.8832,-0.18366,-0.22863,-0.51123,-0.45731,2.416,1.2851,0.21694,-0.37316,-0.35852,2.7097,-2.195,1.6913,1.1705,0.33857,0.12824,0.38322,1.9806,0.9974,-0.55811,-0.074206,0.57464,-0.52647,0.67775,0.53836,-0.34131,-0.2949,0.70829,0.80401,-0.048667,0.09591,1.3222,0.92598,0.99197,0.42566,2.2627,0.93699,1.7371,-0.13302,-0.34369,0.055808,-0.11541,0.66935,0.31519,-0.39929,-0.21156,-0.45403,-0.85222,-0.53238,-0.25272,1.0734,0.25219,-0.19443,-0.62014,-0.15184,-0.35316,-0.65056,0.028328,0.79585,1.3527,0.41114,-0.48061,0.2637,-0.3516,-0.21905,-0.57632,0.5456,0.73485
1.9499,2.0653,2.6484,2.6705,1.9105,2.4947,2.4857,1.7185,2.4334,2.1385,1.7658,1.9562,1.3989,1.9377,1.8619,1.8989,2.1304,1.7995,0.36283,1.4669,0.95725,2.1079,1.388,1.3383,1.7926,0.63941,0.96328,0.99254,1.3826,1.1259,1.5785,1.5938,1.1357,1.1466,1.3623,1.3352,1.0874,1.338,0.88555,1.3816,1.4309,1.3357,1.6073,1.2607,1.7772,1.7116,1.7855,1.6467,0.29982,1.3231,1.4665,1.5696,1.7048,1.916,1.8292,1.9394,1.2171,1.0258,1.5073,1.9357,1.4904,1.8768,1.6,1.872,1.4149,2.1616,1.9521,2.1753,2.0137,2.0601,2.147,2.0044,2.2263,2.2588,1.7771,-0.18845,0.027666,-0.064069,-0.064069,-0.2217,-0.21852,-0.21767,-0.21505,-0.28895,-0.38049,-0.38784,-0.066753,0.45897,-0.034131,0.078399,0.056116,-0.088362,0.82828,0.33778,0.28766,0.51592,-0.23984,-0.069181,0.21505,0.8898,0.76182,0.3734,0.32214,0.21297,-0.15863,0.21417,0.28131,0.027504,-0.088189,0.26116,0.63341,0.37367,-0.081073,0.53613,0.64931,0.54652,0.25103,0.51162,0.51899,0.26293,0.051744,0.10075,0.19937,0.45919,0.44815,0.44777,0.10507,0.24781,0.47613,0.70764,0.47227,0.60578,0.77153,0.66984,0.39795,0.59015,0.559,0.39716,0.33274,0.43667,0.50078,0.70192,0.4497,0.44939,0.66423,0.28419,-0.023973,0.34842,0.34314,0.47636,0.33501,2.118,-1.0342,-1.0342,-0.16604,-1.015,-0.81639,1.4602,-0.4326,-0.083591,0.65688,0.83278,-0.72957,-0.9046,0.37066,0.56704,-0.43567,-1.3697,2.3483,-0.82464,0.66178,-1.5875,0.066173,0.33476,-0.82819,1.2342,1.1863,1.1262,0.05755,0.50821,-0.46303,-0.79852,0.18716,-0.05919,-1.2619,-0.48295,0.64176,-0.55154,0.13069,0.0082753,-0.20557,0.21423,-1.9947,-0.28623,-2.0073,-0.89768,-0.84305,-0.89174,1.378,-0.34477,0.014635,0.62023,0.28256,0.21458,0.80061,-0.13867,1.0803,0.51555,0.094252,-0.4259,0.7166,0.465,0.86576,0.39919,0.33501,-1.2101,-0.66213,-0.1439,0.7007,-0.1527,-0.52444,-0.86701,-0.24633,-0.97935,-0.11058
1.929,3.152,2.0673,2.0893,1.6057,1.7687,1.8598,2.2335,1.9282,1.7162,1.7064,2.3058,1.4931,1.4513,2.1257,2.2386,1.8242,1.9429,1.8748,1.3422,1.8041,1.0743,1.3519,1.7208,2.2683,2.0184,1.9298,1.8778,1.6243,1.2213,1.5612,1.4758,1.2567,1.0288,0.99249,1.7271,1.7819,0.98111,1.487,2.035,1.8746,1.6939,1.1215,1.6365,1.0365,1.3145,1.4647,1.4002,1.448,1.5988,1.9216,1.9847,2.0939,2.4995,2.9371,2.3424,2.3631,2.0551,2.2243,2.1207,2.4389,2.6683,2.43,2.4043,2.0191,2.0573,2.3229,2.553,2.8134,2.648,2.169,1.547,2.4516,2.1122,2.1982,0.39604,0.47006,-0.21133,-0.21133,0.36596,-0.25428,-0.27354,0.044992,0.13253,0.21574,0.37262,0.35102,0.43525,0.13249,0.31422,0.34088,0.13174,0.30307,1.18,0.23867,0.53184,0.073803,0.39154,0.22989,0.12725,0.82406,0.36438,0.43447,-0.15793,-0.21253,-0.32923,-0.022502,0.21625,0.26628,0.098078,0.30672,0.17423,-0.17733,0.061914,-0.0041234,-0.13368,-0.034017,-0.10243,-0.013362,0.15737,0.17576,-0.075781,-0.014705,0.50331,0.036169,0.18211,0.29659,0.39947,0.3972,0.23814,0.18455,0.35861,0.50031,0.23357,0.11654,0.50562,0.3742,0.38854,0.28546,0.68342,-0.023159,0.015265,-0.12147,0.2024,0.0926,-0.087393,-0.061482,-0.076953,0.0051825,0.5166,0.83396,-1.2332,0.7397,0.7397,1.3414,0.94348,0.70466,-0.94014,1.2756,1.276,0.86405,0.0027611,0.68214,1.2378,0.10098,0.0024849,0.87587,0.31926,-0.66388,0.72666,-0.62995,2.2148,0.85526,-0.30509,-0.6969,-1.1098,-1.2043,-0.90151,-0.79935,-0.61601,-0.62377,0.1909,0.19033,0.76813,0.93576,-0.17041,-1.0407,0.35904,-1.0791,-1.3151,-1.1548,-0.78434,0.76662,-0.77847,1.7962,1.1457,0.48998,0.46358,-1.2897,-0.47918,-0.54596,-0.2372,0.020765,-0.37245,-1.7396,-0.43678,-1.5746,-1.058,-0.9668,-0.13692,-0.88564,-0.83461,-0.883,-0.49374,0.15849,0.16227,-0.71119,-0.99844,-1.1947,-0.99056,-0.21872,0.79199,-0.60442,0.30344,0.19107
2.742,3.0055,2.2258,2.2479,2.6424,1.9862,1.9386,1.8085,2.6985,2.5699,2.511,2.6582,2.2694,2.2027,2.4904,2.5807,2.3939,2.4056,2.7228,1.9442,2.0209,2.2555,2.1711,1.7981,2.0471,2.2875,1.692,1.8615,1.0667,0.70079,0.92005,1.5488,1.5682,1.6792,1.5584,1.9486,1.4358,0.9833,1.0094,1.3733,1.1635,1.2677,1.4024,1.2339,2.0919,2.0631,1.6339,1.6172,1.3064,1.3954,1.8307,2.1627,2.5037,2.7104,2.3055,2.3085,1.9344,2.0264,1.9745,2.1688,2.5017,2.6252,2.3771,2.4429,2.7817,2.1153,1.9826,1.9323,2.4185,2.2453,1.9723,1.8815,2.0724,2.2691,2.8103,0.492,-0.015679,0.27183,0.27183,0.41761,0.077696,0.052921,0.032758,0.39822,0.33013,0.016234,-0.20343,-0.019894,-0.038285,-0.15893,-0.13742,-0.007127,-0.16192,0.30969,0.7195,0.35966,0.37554,0.22502,-0.31193,-0.23614,-0.38979,-0.3447,-0.16528,-0.050895,-0.23525,0.07068,0.12118,0.12823,0.56004,0.65878,-0.0056026,-0.051667,0.29489,0.079478,-0.41025,-0.21163,-0.31459,0.29288,0.13956,0.23134,0.45322,0.22233,-0.10455,0.28215,0.15245,0.37,0.50725,0.29194,0.026473,-0.39697,-0.14069,0.0055215,-0.13327,0.01765,0.039375,-0.13492,-0.2143,0.12128,0.25472,0.28509,0.080256,-0.1502,-0.27598,-0.30472,-0.051903,-0.021925,0.4355,0.0089978,0.13143,0.1892,-0.64203,0.26173,0.22662,0.22662,-1.2381,-0.27953,-0.051744,0.91567,-0.7442,-1.0473,-1.5768,-1.1117,-1.5924,-1.5794,-1.0473,-0.95908,-1.1536,-1.2492,-1.0767,0.235,0.28558,-1.6113,-1.1883,-0.77856,-0.029888,-1.318,-0.21384,-0.298,1.0134,0.57058,1.4236,0.096458,-0.36637,-0.1806,0.18566,-0.45424,0.58887,0.5854,1.1143,0.50289,0.99892,0.22318,0.023997,1.0843,-1.6483,-0.59078,0.10623,-0.64326,0.84742,0.71175,0.92175,0.65853,-0.23583,-0.36901,0.4694,-0.2137,0.86846,-0.20917,0.53496,-0.017398,-0.39545,-0.34238,0.34847,0.43226,-0.95515,0.044566,0.38026,0.68943,0.18044,0.70155,0.34966,0.20198,0.77633,-0.050943,-0.84589
2.913,3.1207,2.6109,2.633,2.441,1.9241,1.9656,2.2991,2.7246,2.3764,1.7389,1.899,1.4533,1.3747,1.8078,1.9637,1.8099,1.6191,2.4941,2.7813,2.5234,1.8254,1.802,1.0969,1.796,1.2388,1.2404,1.5472,1.5225,0.75083,1.7025,1.7182,1.5132,2.1489,2.3101,1.7159,1.6786,1.5709,1.646,1.2145,1.4513,1.0647,1.7073,1.9157,1.4992,2.2209,1.9093,1.1911,2.0123,1.9037,2.6616,2.9993,2.6778,2.5524,2.1432,2.061,2.3741,1.7885,2.2596,2.1995,2.169,2.2397,2.6726,2.9137,2.5892,2.2178,2.0225,2.0011,2.204,2.5442,2.1252,2.418,2.4696,2.3751,2.5766,-0.10765,-0.20327,-0.02604,-0.02604,0.037445,0.38127,0.41272,0.46162,-0.29297,-0.010471,0.10334,-0.019046,-0.22975,-0.33792,-0.12259,-0.094429,-0.13685,-0.032084,0.032087,0.078115,0.15725,-0.18427,0.04009,0.32778,0.038603,-0.56218,-0.099001,-0.075838,-0.0092843,0.27387,0.30875,0.047003,-0.18951,-0.014198,0.036315,-0.26995,0.13254,0.5752,0.41685,0.21568,0.46704,0.45701,0.30623,0.30021,-0.23668,-0.13314,0.19409,0.016811,0.53204,0.29255,0.29385,0.4297,0.0087305,-0.14379,-0.067841,0.046963,0.46268,0.10567,0.32656,0.14842,-0.085676,-0.37107,-0.031106,0.034519,-0.024034,0.51663,0.34728,0.30591,0.11949,0.17434,0.13405,0.1507,0.2069,0.0074927,-0.2574,-0.55727,-0.63691,-0.82236,-0.82236,0.47773,0.88669,0.77135,-0.057957,-0.63817,0.36606,1.751,1.4804,1.1727,0.98013,1.12,1.0451,0.89416,1.5089,0.52154,-1.5178,-0.6904,0.4917,0.81843,2.058,0.57938,0.97317,0.70525,0.4769,-0.93019,0.44765,-0.94745,-0.24481,-0.26912,-0.96789,-1.4306,-0.074457,-0.22044,-0.02478,-0.43951,0.74897,0.35842,1.32,0.0027142,-0.76303,0.71222,-0.58195,-0.16272,0.88599,-0.34764,-0.43154,-1.074,-0.81363,-0.3306,0.028472,0.18885,0.58901,0.045863,0.68707,0.082865,0.23548,0.49394,0.028854,-0.65324,-0.87267,0.3369,0.82818,0.61469,0.47436,0.66798,-0.24906,-0.037717,-0.77157,-0.38051,-0.19693,-0.047313
2.5267,2.5989,2.1737,2.1958,2.7173,2.7487,2.764,2.7317,2.1125,2.549,2.7177,2.6201,1.8099,1.5268,2.2452,2.3918,2.1202,2.3414,2.787,2.1005,2.3354,1.8869,2.2513,2.4537,2.1243,1.1632,1.494,1.7098,1.0481,1.2485,1.5376,1.6428,1.1891,1.6508,1.6311,1.4087,1.7009,2.1337,1.8431,1.8047,2.0976,2.1817,2.0149,1.8344,1.6186,1.7968,2.0221,1.6509,2.3705,1.9805,2.4184,3.0221,2.5212,2.4228,2.1698,2.4024,2.8597,2.2377,2.6276,2.4657,2.3303,1.8831,2.3149,2.5119,2.7337,3.1486,2.6772,2.5442,2.6575,2.594,2.2404,2.1829,2.4862,2.2841,2.2955,-0.89519,-0.84363,0.016521,0.016521,-0.069601,0.23065,0.21395,-0.018353,-0.43308,-0.017745,0.38019,0.12088,0.39376,0.082039,0.00362,0.11382,0.2301,-0.060605,0.011357,-0.38801,-0.63017,-0.19926,-0.11742,0.10862,0.049694,-0.072768,0.22532,-0.0085785,-0.37999,0.18694,-0.14034,0.013458,0.058026,-0.26539,-0.56874,-0.066388,-0.077927,-0.066465,0.032408,0.543,0.35677,0.54903,0.24417,0.27014,0.48027,0.24043,0.019532,0.26605,0.040576,0.052973,0.014632,-0.0073859,-0.10867,0.014937,0.01348,-0.048591,-0.17077,0.04382,0.066694,0.045466,-0.079244,0.041504,-0.19428,-0.29202,0.084167,0.15238,0.21658,0.16401,0.1709,-0.12953,-0.023635,0.043937,0.15753,0.17552,0.0395,-1.0178,-0.64382,0.90748,0.90748,-0.69182,-1.1879,-1.1689,-0.90198,0.35794,-0.38061,-1.1973,-1.2006,0.074304,-0.1402,-0.86754,-0.62857,-0.16027,-1.5659,-0.56301,0.58553,-0.88443,-0.52169,-1.1335,-2.4963,-0.5572,0.005654,-0.056615,-0.34238,0.18877,-0.62151,0.049269,0.17772,0.76419,0.4655,0.22049,0.48159,-0.2005,-1.2586,-0.32937,-0.094325,-0.57895,-1.136,-0.12684,0.7029,0.72166,1.3291,-0.18639,-0.3875,-0.6353,-0.047616,0.5156,-0.060544,0.095802,0.28899,-0.026206,-0.78012,-1.3128,-0.81078,-0.6026,-0.44139,-0.48108,0.79628,0.32689,0.2196,-0.1205,-1.5567,-0.87609,-0.75816,-0.56515,-0.35869,-0.27764,0.55803,0.28177,0.533,0.64112
1.1226,1.4334,2.644,2.666,2.3018,2.3854,2.3935,2.2624,1.8584,2.341,2.4992,2.1407,2.2408,1.5388,1.815,2.1914,2.2701,1.4979,2.5169,2.0052,1.263,1.4268,1.5671,1.3141,1.8954,1.0932,1.6911,1.53,0.76254,1.1247,1.4218,1.7451,1.6293,1.6181,1.1726,1.5831,1.5228,1.438,1.7108,2.3005,2.1649,2.1627,2.1956,2.456,2.4597,2.7018,1.9484,1.7232,2.0935,2.0097,2.6909,2.9845,2.4604,2.5823,2.1702,1.9638,2.0326,1.8762,2.393,2.2904,2.0105,2.3227,2.284,2.3297,2.7576,2.5226,2.4557,2.3291,2.5458,2.2851,2.0779,2.5058,2.7847,2.7262,2.6556,0.0032582,-0.32304,0.1692,0.1692,-0.18928,0.05144,0.087582,0.27521,0.34113,-0.058605,-0.46745,-0.16197,0.23454,0.25187,-0.24746,-0.23803,0.04995,-0.46863,-0.23299,-0.50217,-0.51258,0.068511,-0.033153,-0.3564,-0.014492,0.2481,0.28669,0.11674,0.30242,-0.16977,0.056064,0.17798,0.26522,-0.087676,0.030301,0.14105,0.21683,-0.10497,0.13385,0.041322,-0.27827,-0.44997,-0.21401,0.11141,0.33873,0.29178,-0.092548,-0.10149,-0.4597,0.031713,0.18939,-0.0015611,0.066322,0.026705,-0.15769,-0.02522,-0.34924,-0.095997,-0.43497,-0.35833,-0.099316,0.031432,-0.33416,-0.047534,0.02678,-0.42284,0.0059021,0.0579,-0.13496,0.114,0.23819,0.34872,0.13389,0.20249,0.15522,2.8147,1.685,-0.60211,-0.60211,0.45247,0.82951,0.91617,1.4891,1.1905,0.29889,-0.49795,0.63488,-0.39274,0.47986,0.36538,-0.075122,-0.20002,0.74988,0.074313,-0.81386,1.1196,1.0572,1.302,1.5663,0.42883,0.63607,0.17936,0.59302,1.1761,-0.091892,0.34354,0.15132,-0.3498,-0.11006,0.97758,-0.066704,0.79001,1.1815,0.53226,-0.90903,-0.69113,-0.86201,-0.78951,-1.0204,-1.0047,-1.2264,-0.037767,-0.34759,-0.36526,0.0050968,-0.16607,0.072194,0.25418,-0.26545,-0.31614,0.82686,0.95584,0.53114,-0.40072,-0.3662,0.44093,-0.81643,-0.60664,0.26937,0.0057249,0.40624,0.45475,0.54593,-0.046568,0.84575,0.8013,0.05153,-0.32905,-0.47907,-0.40968
2.5332,1.9529,2.5121,2.5342,2.3387,2.8516,2.9392,3.2821,2.7948,2.4318,1.7828,2.2962,2.279,2.0306,1.7503,1.9158,2.2201,1.4042,2.321,1.0961,1.3103,2.024,2.1849,1.7409,2.0953,1.6594,2.0674,1.9433,1.653,0.90898,1.6497,1.9988,1.7196,1.4754,1.6917,1.6908,2.1346,1.9238,2.1108,1.8873,1.5411,1.2818,1.5868,2.0572,2.2961,2.3804,1.837,1.4479,1.4511,2.0439,2.7972,3.019,2.6538,2.4763,1.8544,2.352,2.1613,2.0457,1.7577,1.749,2.1317,1.9459,1.6465,2.4169,2.7872,2.3029,2.689,2.66,2.3876,2.822,2.7167,2.8803,2.754,2.6891,2.606,0.7744,0.66569,0.14957,0.14957,-0.81585,0.090729,0.10507,0.19404,0.57201,0.22372,0.019565,-1.8389,-0.091827,-0.076147,-0.16129,-0.14731,-0.12459,-0.074567,-0.053614,-0.10702,-0.0015253,0.40289,0.2631,0.078708,-0.066606,0.32432,0.052685,0.11882,0.33118,-0.24634,-0.13215,0.040642,0.17316,0.15645,0.3065,0.29016,0.36541,0.3413,0.0021352,-0.39968,-0.3501,-0.33186,-0.016579,-0.056551,-0.4341,-0.50029,-0.098586,0.065251,-0.089807,-0.0098847,0.22552,0.29334,0.27519,-0.37054,0.068499,0.18923,0.17869,0.31977,-0.069367,-0.020657,0.023887,0.11711,0.1139,-0.056633,-0.20832,-0.04538,0.067557,-0.21965,0.10465,0.25681,0.28966,-0.019584,-0.27555,-0.24323,0.034735,-1.2724,0.29245,0.56284,0.56284,-1.7056,-0.75093,-0.88118,-1.6514,-0.72872,0.26575,1.472,-3.9887,-0.26001,-1.1359,-0.19302,0.25657,-0.14906,0.038245,0.28444,1.6042,-0.097492,-0.38847,-0.7095,-0.69607,-0.53305,-0.48363,-0.64737,-0.58888,-1.1185,-0.061249,-0.71996,-0.426,0.16568,0.59832,-0.42518,0.36491,-0.49285,-0.289,-0.79569,0.027024,0.54747,1.0982,1.1844,0.68444,-0.54093,-0.35774,0.025691,0.68108,1.105,-0.088293,0.23833,0.51762,0.16355,-0.52904,0.76853,-0.39797,0.10003,0.30038,1.1319,1.0415,-0.19453,0.98778,1.5028,-0.28757,-0.47592,0.34868,-0.33144,-1.101,0.52578,-0.56014,-0.69837,-0.78814,-0.48984,-0.41237,0.16871
